test,Z1,Z2,is_positive_sentiment,sentiment_certainty,stars,n_words,useful,useful_discrete,n_fans,n_reviews
1,0,0,1.0,0.9997491836547852,4,19,0,0,0,14
1,0,0,1.0,0.993879735469818,4,60,0,0,0,11
0,1,0,1.0,0.9965984225273132,5,345,0,0,1,73
1,1,0,1.0,0.959080457687378,4,273,12,1,14,100
0,1,1,0.0,0.998595654964447,1,132,2,1,0,9
1,0,0,1.0,0.990304470062256,5,173,5,1,18,218
1,0,0,0.0,0.9977824091911316,1,207,2,1,4,140
1,0,0,0.0,0.999815821647644,1,37,1,1,0,17
1,1,1,1.0,0.9995111227035522,5,35,1,1,0,55
1,0,0,1.0,0.999184250831604,4,275,1,1,5,23
1,0,0,0.0,0.8052257895469666,3,82,0,0,0,52
1,1,1,1.0,0.9998244047164916,5,25,0,0,8,87
1,0,0,0.0,0.9996290802955629,1,145,0,0,0,6
1,0,0,1.0,0.9997864961624146,4,21,0,0,4,285
1,1,1,1.0,0.9976756572723388,5,120,2,1,2,58
0,1,1,1.0,0.9925194978713988,5,42,0,0,0,6
1,1,0,0.0,0.995647668838501,2,308,0,0,0,19
1,0,0,0.0,0.999180257320404,3,52,0,0,0,2
1,0,0,0.0,0.8473961353302002,3,83,0,0,1,84
1,0,0,0.0,0.9954234957695008,2,123,3,1,18,247
1,0,0,1.0,0.6431892514228821,4,223,0,0,14,241
1,1,1,1.0,0.9995682835578918,4,48,0,0,1,247
1,0,0,1.0,0.999516487121582,5,66,1,1,1,43
1,0,0,1.0,0.9998409152030944,5,61,1,1,0,19
1,0,0,0.0,0.9984652996063232,1,154,0,0,0,3
1,0,0,1.0,0.9995890855789183,4,69,1,1,3,54
1,0,0,0.0,0.9991687536239624,2,105,0,0,8,328
0,1,0,1.0,0.9965029358863832,5,518,8,1,53,403
1,0,0,1.0,0.9998462200164796,5,40,0,0,0,20
1,0,0,1.0,0.9998726844787598,5,29,1,1,1,6
1,1,0,1.0,0.99604594707489,4,400,3,1,1,73
0,1,1,0.0,0.9962189793586732,3,46,1,1,2,74
1,0,0,0.0,0.9992825984954834,2,262,0,0,3,25
0,1,1,1.0,0.9997485876083374,5,60,1,1,0,5
1,0,0,0.0,0.9904125928878784,5,54,0,0,1,53
1,1,1,0.0,0.9995975494384766,1,65,0,0,0,1
0,1,1,1.0,0.9993236660957336,5,95,1,1,6,121
1,0,0,1.0,0.995449721813202,5,120,1,1,11,110
1,1,1,0.0,0.9812321066856384,4,161,0,0,4,36
1,0,0,1.0,0.9970116019248962,5,168,0,0,4,111
1,0,0,1.0,0.9994882941246032,5,112,0,0,1,54
1,0,0,1.0,0.9995738863945008,5,31,1,1,2,210
1,0,0,0.0,0.9901214838027954,1,141,3,1,0,8
0,0,0,1.0,0.9976416826248168,4,133,0,0,2,28
1,0,0,1.0,0.9110780954360962,4,166,0,0,58,1588
1,0,0,1.0,0.9995139837265016,4,87,1,1,27,368
0,1,1,0.0,0.9926370978355408,2,155,0,0,1,31
0,1,1,1.0,0.999862015247345,5,52,0,0,0,36
0,1,1,1.0,0.9995484948158264,5,146,0,0,0,43
1,0,0,0.0,0.5034531950950623,4,74,0,0,0,19
0,1,1,1.0,0.9994725584983826,5,91,2,1,1,10
1,1,1,1.0,0.9995904564857484,5,104,0,0,3,134
1,0,0,1.0,0.5179731249809265,3,258,0,0,2,148
1,0,0,1.0,0.9917231798171996,4,155,4,1,21,379
1,0,0,1.0,0.998628318309784,4,167,0,0,3,98
1,0,0,1.0,0.993952214717865,5,139,4,1,16,131
1,0,0,1.0,0.9991835355758668,5,54,0,0,0,5
1,0,0,1.0,0.9993698000907898,4,93,0,0,0,48
1,0,0,1.0,0.9998298287391664,4,28,0,0,0,18
1,0,0,1.0,0.9997666478157043,5,24,0,0,0,3
1,0,0,1.0,0.9998508095741272,5,14,0,0,0,35
0,0,0,1.0,0.8227848410606384,4,211,1,1,1,74
1,1,0,1.0,0.9986545443534852,5,241,0,0,0,10
1,1,0,0.0,0.989369809627533,3,712,0,0,8,85
1,0,0,0.0,0.9857706427574158,2,74,0,0,0,7
1,1,1,0.0,0.992763876914978,3,238,0,0,0,37
1,0,0,1.0,0.9755569696426392,3,110,0,0,7,96
0,0,0,1.0,0.9960398674011229,4,255,0,0,5,249
0,1,0,1.0,0.9985052943229676,5,302,0,0,2,129
1,0,0,1.0,0.9998351931571959,4,45,0,0,2,178
1,0,0,0.0,0.869612455368042,2,50,0,0,0,51
1,1,1,1.0,0.9982359409332277,4,133,0,0,7,78
0,1,1,1.0,0.998325526714325,4,38,0,0,6,154
1,1,0,0.0,0.9527372121810912,2,356,1,1,0,39
0,0,0,1.0,0.999670147895813,4,157,0,0,0,10
1,0,0,0.0,0.999588131904602,1,56,0,0,0,7
0,1,1,1.0,0.9995738863945008,4,118,0,0,23,158
0,1,1,1.0,0.9995245933532716,4,38,0,0,15,285
1,0,0,1.0,0.9989153146743774,5,35,0,0,0,3
1,0,0,1.0,0.9996910095214844,5,157,0,0,0,24
1,0,0,1.0,0.9980449080467224,4,27,0,0,1,80
0,1,0,1.0,0.7628613710403442,4,343,8,1,25,331
1,0,0,1.0,0.9989691972732544,4,188,1,1,2,36
1,0,0,1.0,0.9327853918075562,5,151,2,1,0,26
1,0,0,1.0,0.6924929022789001,2,50,0,0,0,38
1,1,0,1.0,0.9504096508026124,3,386,3,1,12,400
0,0,0,0.0,0.9918289780616759,2,259,8,1,145,230
1,0,0,0.0,0.9997527003288268,1,76,0,0,1,32
0,1,1,1.0,0.9994666576385498,3,24,0,0,0,6
0,1,1,0.0,0.9986311793327332,4,44,1,1,1,43
1,0,0,1.0,0.9838780760765076,4,10,1,1,6,66
1,0,0,1.0,0.999833345413208,4,38,0,0,0,5
1,0,0,0.0,0.6943984031677246,4,207,3,1,256,2647
1,0,0,0.0,0.99799245595932,2,149,0,0,0,16
0,1,0,1.0,0.9946522712707521,5,279,8,1,123,422
1,1,1,1.0,0.5097524523735046,3,145,5,1,36,117
1,1,0,1.0,0.8993852734565735,4,374,2,1,2,45
0,1,1,0.0,0.9994235038757324,2,152,2,1,1,30
1,1,0,1.0,0.928666889667511,3,671,1,1,0,9
1,1,1,1.0,0.999704897403717,5,38,0,0,0,66
1,1,1,0.0,0.9907850027084352,4,126,0,0,23,221
1,1,0,0.0,0.917095422744751,4,571,30,1,249,721
1,0,0,0.0,0.9835747480392456,3,250,0,0,0,12
0,1,1,1.0,0.9866420030593872,5,73,1,1,3,58
1,0,0,1.0,0.9998773336410522,5,49,0,0,0,1
1,0,0,0.0,0.9988330602645874,1,166,0,0,3,90
0,1,0,0.0,0.8708022236824036,5,559,2,1,46,258
1,0,0,1.0,0.9966033101081848,4,259,2,1,2,56
0,1,1,0.0,0.999306857585907,3,20,0,0,0,14
0,1,0,0.0,0.9987611174583436,1,460,10,1,3,244
1,1,1,1.0,0.9637211561203004,3,46,0,0,2,26
1,0,0,0.0,0.9972634315490724,4,228,0,0,51,633
0,1,1,1.0,0.9797123074531556,1,60,0,0,4,38
0,1,1,1.0,0.9997839331626892,3,10,1,1,1,22
1,1,0,0.0,0.9966174960136414,1,301,0,0,1,3
1,1,1,1.0,0.8986963629722595,4,217,0,0,1,49
0,1,1,1.0,0.9991570711135864,5,196,2,1,7,148
0,0,0,0.0,0.6698479056358337,4,184,0,0,15,260
0,1,0,1.0,0.99896240234375,5,696,12,1,76,155
0,0,0,1.0,0.996077299118042,5,185,3,1,148,305
1,0,0,1.0,0.9653363823890686,4,30,0,0,0,6
1,0,0,0.0,0.9956368803977966,1,37,0,0,0,3
1,0,0,1.0,0.999584138393402,5,20,0,0,0,10
0,1,1,1.0,0.9966539144515992,5,121,1,1,3,49
0,1,1,1.0,0.9992635250091552,5,92,0,0,0,95
1,1,1,1.0,0.9998390674591064,5,48,0,0,1,31
0,0,0,1.0,0.9869564771652222,4,186,6,1,88,581
1,0,0,1.0,0.9966257810592652,3,25,0,0,1,36
1,0,0,0.0,0.9989721179008484,1,244,0,0,0,18
0,1,1,0.0,0.99834543466568,1,31,0,0,0,16
1,0,0,1.0,0.9997081756591796,5,73,0,0,1,22
0,1,1,0.0,0.9996015429496764,1,154,3,1,1,48
1,1,0,0.0,0.9996304512023926,2,387,0,0,0,72
0,0,0,1.0,0.7079480290412903,4,269,2,1,3,43
1,0,0,1.0,0.99931800365448,5,156,0,0,6,362
1,0,0,0.0,0.998943030834198,1,48,0,0,0,11
0,1,1,0.0,0.9987461566925048,1,91,0,0,0,11
1,0,0,1.0,0.9992436170578004,5,90,0,0,43,539
1,0,0,1.0,0.8357933759689331,4,62,0,0,1,39
1,0,0,1.0,0.9995142221450806,5,187,2,1,14,178
1,0,0,1.0,0.9995184540748596,4,20,0,0,2,13
0,1,1,1.0,0.9998483061790466,4,13,0,0,0,11
1,0,0,0.0,0.9992889165878296,3,67,0,0,1,65
0,0,0,1.0,0.99830961227417,4,151,0,0,51,841
1,0,0,1.0,0.9994682073593141,5,44,2,1,2,33
0,1,1,1.0,0.9957048892974854,4,41,0,0,1,167
1,0,0,1.0,0.9998764991760254,4,19,0,0,0,7
0,1,1,1.0,0.9997437596321106,4,75,0,0,70,468
1,1,0,0.0,0.991847574710846,1,580,8,1,1,9
1,0,0,0.0,0.9790223240852356,2,206,6,1,16,229
0,0,0,1.0,0.9987898468971252,5,116,3,1,21,820
1,0,0,1.0,0.9990662932395936,5,107,2,1,26,265
1,1,1,1.0,0.999805212020874,5,63,0,0,0,22
0,1,1,1.0,0.9809429049491882,4,24,0,0,0,32
1,0,0,0.0,0.9952635169029236,2,122,0,0,0,10
1,1,0,1.0,0.990386724472046,4,439,1,1,87,461
1,1,1,0.0,0.9993850588798524,4,101,0,0,0,37
0,1,1,1.0,0.9998570084571838,5,83,0,0,2,62
1,1,0,1.0,0.9897599816322328,4,457,0,0,1,63
1,0,0,1.0,0.9993533492088318,5,154,0,0,0,36
1,0,0,0.0,0.9996223449707032,1,31,0,0,0,18
0,0,0,1.0,0.927872121334076,5,136,3,1,60,542
1,0,0,0.0,0.9957923889160156,1,171,0,0,1,31
1,0,0,1.0,0.9989516139030457,4,55,0,0,41,1404
1,0,0,1.0,0.9998894929885864,5,15,0,0,0,8
1,0,0,0.0,0.991327702999115,2,100,0,0,4,35
1,0,0,0.0,0.58955317735672,1,110,0,0,4,5
1,0,0,1.0,0.9988982677459716,2,46,0,0,0,5
0,1,1,1.0,0.9997590184211732,5,33,0,0,1,43
0,1,0,1.0,0.9993953108787536,5,268,1,1,0,10
0,1,1,0.0,0.9931195974349976,3,44,0,0,11,120
1,0,0,0.0,0.999253511428833,1,166,1,1,0,30
1,1,1,1.0,0.999820351600647,5,23,2,1,1,40
0,1,1,1.0,0.9974611401557922,4,80,1,1,25,368
0,0,0,0.0,0.9992005825042723,2,223,19,1,137,793
1,1,1,1.0,0.9996234178543092,5,232,5,1,6,36
1,1,0,0.0,0.9979434609413148,1,960,3,1,1,23
1,0,0,1.0,0.9896577596664428,4,78,0,0,3,66
1,0,0,1.0,0.9997321367263794,4,171,0,0,0,2
1,0,0,1.0,0.997411012649536,5,61,1,1,4,75
1,0,0,1.0,0.999833881855011,5,32,2,1,6,100
1,0,0,1.0,0.9888750910758972,4,21,0,0,0,84
1,1,1,1.0,0.9998467564582824,5,176,0,0,0,9
1,0,0,0.0,0.9996060729026794,3,21,0,0,2,41
1,1,0,0.0,0.9961891770362854,3,376,1,1,3,102
1,0,0,1.0,0.9997454881668092,4,17,0,0,1,27
1,0,0,1.0,0.6945758461952211,4,205,1,1,2,79
1,0,0,1.0,0.9996373057365416,5,199,0,0,3,152
0,0,0,1.0,0.9992826581001282,5,250,0,0,0,31
1,0,0,0.0,0.999347686767578,2,127,0,0,0,12
1,1,1,1.0,0.9713696837425232,3,257,3,1,1,100
1,0,0,1.0,0.9820663332939148,5,90,6,1,38,536
1,1,1,1.0,0.9997999668121338,5,106,0,0,1,149
1,1,1,1.0,0.9958139657974244,5,102,0,0,2,36
0,1,0,0.0,0.9862608313560486,4,492,4,1,69,641
0,1,1,1.0,0.9994916319847108,5,62,0,0,5,76
1,0,0,1.0,0.9998797178268432,5,15,0,0,0,6
1,0,0,1.0,0.993104100227356,4,160,0,0,2,102
1,1,1,1.0,0.9969662427902222,4,136,1,1,20,303
1,1,1,1.0,0.9994725584983826,5,96,1,1,0,3
1,0,0,0.0,0.764273464679718,4,154,0,0,86,607
1,0,0,1.0,0.873661458492279,3,99,1,1,78,583
1,1,0,0.0,0.6316909790039062,4,338,4,1,94,1075
1,0,0,0.0,0.9997395873069764,1,45,0,0,0,2
0,1,1,1.0,0.9998101592063904,4,31,0,0,0,15
0,0,0,1.0,0.9975875616073608,5,142,1,1,10,235
0,1,0,0.0,0.9974716901779176,1,813,2,1,0,5
0,1,1,1.0,0.9991992115974426,4,73,1,1,0,116
1,1,1,0.0,0.9816879034042358,3,81,0,0,0,15
1,0,0,0.0,0.9956318140029908,1,348,7,1,1,6
1,0,0,1.0,0.9966734051704408,5,26,0,0,1,16
0,1,1,1.0,0.9775915145874025,3,104,1,1,33,1437
1,0,0,1.0,0.9995958805084229,4,133,0,0,15,365
1,1,1,1.0,0.9993672966957092,4,67,0,0,4,171
0,1,1,1.0,0.9998201727867126,5,137,0,0,1,60
1,0,0,1.0,0.9997628927230836,5,101,0,0,0,14
1,0,0,1.0,0.9997287392616272,5,63,1,1,0,66
1,1,1,1.0,0.9998504519462584,5,61,0,0,3,60
1,0,0,1.0,0.9997923374176024,5,44,1,1,46,419
0,1,1,1.0,0.9995841979980468,4,77,1,1,0,84
1,0,0,1.0,0.997094988822937,4,204,1,1,7,80
1,1,1,1.0,0.9998423457145692,3,83,0,0,1,19
0,1,0,1.0,0.9920382499694824,5,384,4,1,10,176
1,0,0,1.0,0.9997284412384032,5,91,0,0,0,17
1,0,0,0.0,0.9996475577354432,3,121,0,0,6,145
1,1,0,1.0,0.9834968447685242,5,203,3,1,35,155
0,1,1,1.0,0.9998180270195008,5,34,0,0,0,12
0,1,1,1.0,0.9989455342292786,4,46,0,0,0,31
1,1,1,0.0,0.9262004494667052,3,189,0,0,1,13
1,0,0,1.0,0.999865472316742,5,44,1,1,8,178
1,1,1,1.0,0.8747507929801941,4,148,1,1,2,73
0,0,0,0.0,0.9995428323745728,1,154,1,1,0,29
1,0,0,1.0,0.99969744682312,5,26,0,0,0,3
1,0,0,1.0,0.9986549019813538,2,40,1,1,2,43
1,0,0,0.0,0.5693954229354858,4,95,0,0,4,54
1,0,0,0.0,0.9762150049209596,4,121,0,0,0,11
1,0,0,1.0,0.9975585341453552,5,180,0,0,5,172
1,0,0,1.0,0.9995822310447692,4,85,0,0,0,17
0,0,0,0.0,0.999645173549652,1,219,3,1,3,128
1,0,0,0.0,0.9997103214263916,1,97,0,0,0,5
1,0,0,1.0,0.65647292137146,2,64,0,0,40,858
1,1,1,1.0,0.9578821063041688,4,94,0,0,0,3
0,0,0,0.0,0.9753789901733398,3,199,3,1,122,318
1,0,0,0.0,0.9996330738067628,3,52,0,0,1,98
0,0,0,1.0,0.9990206956863404,4,143,7,1,68,725
1,0,0,1.0,0.9997921586036682,5,217,0,0,14,197
1,0,0,0.0,0.9373115301132202,4,139,1,1,2,69
0,1,1,0.0,0.998882532119751,1,45,1,1,0,47
1,1,1,0.0,0.7340752482414246,4,183,16,1,45,316
1,0,0,1.0,0.9936599731445312,5,111,1,1,12,104
1,1,0,0.0,0.9873563051223756,4,688,15,1,56,392
0,0,0,1.0,0.9832997322082521,4,178,13,1,200,473
1,0,0,1.0,0.9759283065795898,3,18,0,0,0,1
1,0,0,1.0,0.9998570084571838,5,58,0,0,0,2
0,1,1,0.0,0.999549686908722,1,42,0,0,1,5
1,1,1,0.0,0.994719624519348,4,122,0,0,0,82
1,0,0,0.0,0.9982234835624696,2,18,0,0,8,273
1,0,0,0.0,0.9897672533988952,3,226,0,0,2,49
0,0,0,1.0,0.9024344086647034,5,249,0,0,0,7
1,0,0,0.0,0.9988446831703186,1,129,0,0,0,32
1,1,0,0.0,0.9970126748085022,3,459,0,0,7,166
1,1,1,1.0,0.9998285174369812,5,34,0,0,0,2
1,1,1,1.0,0.8697852492332458,4,136,0,0,25,180
0,1,1,1.0,0.999675989151001,5,117,0,0,0,24
0,1,1,1.0,0.988745093345642,4,65,3,1,1,10
1,1,1,1.0,0.9901475310325624,5,199,4,1,104,476
1,0,0,0.0,0.9966074824333192,3,205,0,0,35,549
1,0,0,1.0,0.6727421283721924,3,47,0,0,1,94
1,0,0,0.0,0.9998034834861756,1,23,0,0,0,12
1,0,0,1.0,0.9990687370300292,5,72,0,0,1,400
0,1,1,1.0,0.9988205432891846,5,77,0,0,5,45
1,0,0,1.0,0.9994110465049744,5,129,0,0,2,129
0,1,1,1.0,0.999095857143402,5,60,0,0,0,9
0,1,1,1.0,0.9986692070961,5,64,0,0,0,7
1,1,1,1.0,0.9985554218292236,4,210,0,0,5,131
0,1,1,1.0,0.9990524649620056,5,142,1,1,0,82
1,0,0,1.0,0.9998432397842408,5,64,0,0,1,7
1,0,0,0.0,0.9994049072265624,1,280,1,1,0,36
1,0,0,1.0,0.9998263120651244,5,27,0,0,3,36
1,0,0,1.0,0.99863463640213,4,204,3,1,30,352
1,0,0,0.0,0.9996339082717896,2,151,0,0,0,11
1,0,0,1.0,0.9994775652885436,5,99,2,1,29,144
0,1,1,1.0,0.9998235702514648,4,37,0,0,2,36
1,0,0,0.0,0.9868537187576294,1,20,0,0,0,10
1,0,0,1.0,0.9981201291084291,4,53,0,0,9,556
0,1,1,0.0,0.9648752808570862,2,72,0,0,0,28
1,0,0,0.0,0.9950636625289916,3,238,0,0,0,97
1,0,0,0.0,0.9933204054832458,3,68,0,0,0,9
1,1,0,0.0,0.971817135810852,3,310,1,1,0,10
1,0,0,1.0,0.9997897148132324,5,75,0,0,0,4
1,0,0,0.0,0.9334721565246582,2,46,0,0,6,354
1,0,0,0.0,0.9996482133865356,2,84,0,0,1,26
1,0,0,1.0,0.9998018145561218,5,67,0,0,3,87
1,0,0,1.0,0.9375497698783876,5,27,0,0,0,89
1,1,1,0.0,0.976131796836853,3,131,0,0,15,290
1,0,0,1.0,0.999777853488922,5,153,0,0,4,42
1,1,1,1.0,0.9983295202255248,4,220,0,0,11,105
1,0,0,1.0,0.9964763522148132,4,93,2,1,4,107
1,1,1,1.0,0.9989467859268188,5,183,0,0,73,846
1,0,0,1.0,0.9879266023635864,4,106,1,1,4,144
0,1,1,1.0,0.7457972168922424,3,59,0,0,0,29
1,1,1,1.0,0.9989850521087646,5,168,1,1,16,236
0,1,1,0.0,0.9996116161346436,2,17,0,0,3,230
1,0,0,1.0,0.9997906684875488,5,42,0,0,0,50
1,0,0,1.0,0.9994259476661682,5,91,0,0,0,8
1,1,1,1.0,0.9937003254890442,5,163,0,0,0,56
1,0,0,0.0,0.9997282028198242,1,55,0,0,0,11
1,0,0,0.0,0.8512390851974487,5,203,1,1,7,197
1,1,1,1.0,0.9904900193214417,3,146,0,0,5,96
1,0,0,1.0,0.9985447525978088,5,25,0,0,350,2642
1,0,0,1.0,0.9739314913749696,4,66,0,0,0,47
0,1,1,1.0,0.9927934408187866,5,34,0,0,1,14
0,1,1,1.0,0.9997411370277404,4,95,0,0,2,56
1,1,1,0.0,0.9983695745468141,1,100,4,1,76,656
0,0,0,0.0,0.9580952525138856,3,245,0,0,22,290
1,1,0,1.0,0.9965628385543824,4,630,4,1,6,202
1,0,0,1.0,0.9998119473457336,5,31,0,0,5,130
1,0,0,1.0,0.9980189204216005,5,200,6,1,65,893
0,1,0,0.0,0.959880828857422,4,411,1,1,0,2
0,1,0,0.0,0.9994568824768066,2,535,7,1,25,456
0,1,1,1.0,0.9997234344482422,5,74,1,1,0,39
1,0,0,1.0,0.9998808503150941,5,39,0,0,0,36
1,1,1,0.0,0.9983437657356262,3,193,0,0,0,1
1,0,0,0.0,0.996311604976654,2,145,0,0,0,16
1,0,0,0.0,0.9951919317245485,3,71,0,0,0,17
1,0,0,1.0,0.99984210729599,4,32,0,0,6,46
1,0,0,0.0,0.994883120059967,3,18,1,1,5,72
0,1,1,0.0,0.9950863122940063,2,75,0,0,1,9
1,0,0,1.0,0.999095618724823,4,93,0,0,1,44
1,1,1,1.0,0.9889517426490784,5,57,0,0,0,7
1,0,0,1.0,0.930625021457672,3,275,16,1,139,650
1,1,0,0.0,0.9657320976257324,5,279,3,1,16,91
1,0,0,1.0,0.999845325946808,5,19,0,0,0,12
1,1,1,0.0,0.5410479307174683,1,135,2,1,1,51
1,0,0,1.0,0.9993723630905152,4,26,0,0,0,6
1,0,0,1.0,0.9997739791870116,5,69,0,0,5,94
0,1,1,1.0,0.998351514339447,5,74,1,1,13,225
0,1,1,0.0,0.9958626031875609,2,41,0,0,18,386
1,1,0,1.0,0.9964959025382996,5,248,3,1,19,230
1,1,0,0.0,0.9879512786865234,3,240,3,1,59,450
1,1,0,0.0,0.9985590577125548,1,316,3,1,0,6
1,0,0,1.0,0.999830722808838,4,43,0,0,0,12
1,0,0,1.0,0.9998407959938048,5,27,0,0,0,4
1,1,0,1.0,0.992879033088684,4,381,12,1,101,646
0,1,1,1.0,0.9823758006095886,5,22,0,0,2,110
0,1,1,1.0,0.999882161617279,4,11,0,0,18,355
0,1,1,1.0,0.9998793005943298,5,40,1,1,26,259
1,0,0,1.0,0.9312312006950378,5,66,0,0,3,166
0,0,0,1.0,0.5186462998390198,5,164,1,1,2,68
1,1,1,1.0,0.9981288909912108,3,81,1,1,0,17
1,0,0,0.0,0.9945735931396484,1,37,2,1,3,15
1,1,1,1.0,0.7121427655220032,4,135,0,0,1,28
1,0,0,1.0,0.9989240765571594,4,106,0,0,6,192
1,1,1,1.0,0.9997610449790956,5,168,0,0,5,145
1,0,0,1.0,0.9998815059661864,5,50,0,0,0,7
1,0,0,0.0,0.999121069908142,3,111,0,0,0,179
1,0,0,1.0,0.637012779712677,5,78,2,1,9,41
0,1,1,1.0,0.9997447729110718,5,138,4,1,57,1752
1,1,1,1.0,0.8535411357879639,5,194,2,1,45,452
1,0,0,0.0,0.9018332958221436,4,114,0,0,0,30
1,1,0,0.0,0.9989928007125854,3,325,3,1,45,909
1,1,1,1.0,0.99470192193985,4,135,1,1,18,393
1,1,1,1.0,0.99970942735672,5,99,1,1,15,150
1,0,0,0.0,0.9991750717163086,1,147,3,1,0,6
0,0,0,0.0,0.9954385757446288,3,210,1,1,12,279
0,1,0,0.0,0.9451911449432372,3,296,1,1,29,478
1,0,0,1.0,0.6352230906486511,5,180,1,1,2,53
1,0,0,0.0,0.8242048621177673,4,19,0,0,0,9
0,1,1,1.0,0.9996538758277892,4,36,0,0,1,12
0,1,1,0.0,0.9940363168716432,5,27,0,0,0,40
1,0,0,1.0,0.8458724021911621,2,119,0,0,0,7
1,0,0,1.0,0.9995490908622742,5,35,0,0,2,28
0,1,1,1.0,0.9998244047164916,4,102,0,0,29,510
1,0,0,1.0,0.9916347861289978,3,66,0,0,3,102
1,0,0,0.0,0.9959607124328612,1,50,0,0,0,2
0,1,1,1.0,0.9954468607902528,3,119,0,0,3,113
1,1,1,1.0,0.9488109946250916,5,60,0,0,0,12
1,1,0,0.0,0.8645033836364746,5,475,2,1,10,153
0,1,1,1.0,0.5496644973754883,3,104,1,1,1,44
1,0,0,1.0,0.9998801946640016,5,31,0,0,0,2
1,0,0,1.0,0.9972804188728333,1,224,3,1,0,13
0,1,0,0.0,0.9890320301055908,3,373,1,1,3,54
1,0,0,1.0,0.9943009018898009,5,208,2,1,4,186
0,0,0,1.0,0.997905433177948,5,214,2,1,31,338
1,0,0,1.0,0.9998520016670228,5,16,0,0,0,9
0,1,1,1.0,0.9982897043228148,4,74,2,1,8,71
1,0,0,0.0,0.9995091557502748,3,82,0,0,0,21
1,1,1,0.0,0.9942800998687744,2,116,3,1,4,74
1,0,0,1.0,0.9998543262481691,5,42,0,0,0,17
1,0,0,0.0,0.979977011680603,4,56,0,0,0,18
0,0,0,0.0,0.8162041902542114,4,286,1,1,4,35
1,0,0,0.0,0.999434769153595,1,79,0,0,4,73
1,0,0,0.0,0.9887076020240784,2,47,0,0,3,8
0,1,1,1.0,0.9959550499916076,4,41,0,0,0,3
0,1,1,0.0,0.8057430386543274,3,29,0,0,0,13
1,0,0,1.0,0.999576449394226,5,75,0,0,0,6
1,1,1,1.0,0.9952496290206908,3,110,1,1,0,1
0,1,1,1.0,0.9995262026786804,4,56,1,1,4,34
1,0,0,1.0,0.9955163002014159,3,228,4,1,108,574
0,0,0,1.0,0.6617386341094971,5,166,1,1,27,667
1,0,0,0.0,0.910516917705536,4,199,2,1,32,1500
0,1,1,1.0,0.8124760389328003,4,131,0,0,5,304
1,0,0,0.0,0.9997304677963256,2,112,0,0,1,41
0,0,0,1.0,0.9832779765129088,4,155,0,0,43,729
0,0,0,1.0,0.9996679425239564,5,238,1,1,26,308
1,0,0,1.0,0.9996641874313354,5,31,0,0,0,8
1,1,1,0.0,0.9997167587280272,1,213,1,1,2,46
1,0,0,0.0,0.9995699524879456,1,37,2,1,0,11
0,1,1,0.0,0.9815595746040344,3,177,0,0,2,303
1,1,1,0.0,0.9996777176856996,3,33,0,0,3,15
1,0,0,0.0,0.9857044219970704,2,166,0,0,0,3
1,0,0,1.0,0.9968655109405518,5,69,0,0,0,12
1,1,0,1.0,0.9980669617652892,4,322,3,1,22,308
1,0,0,0.0,0.9908873438835144,2,197,0,0,0,4
1,1,0,0.0,0.99900621175766,1,492,5,1,3,42
1,0,0,1.0,0.9994753003120422,5,116,0,0,19,131
1,0,0,0.0,0.999439537525177,1,178,2,1,8,41
1,1,0,0.0,0.9986279606819152,2,417,0,0,0,5
0,0,0,1.0,0.9960779547691344,5,181,0,0,0,1
0,1,1,1.0,0.9998745918273926,5,17,0,0,0,6
1,1,1,0.0,0.9975140690803528,3,219,2,1,25,456
0,1,1,0.0,0.9997610449790956,1,115,0,0,0,14
1,0,0,1.0,0.5812273621559143,4,156,1,1,1,10
1,0,0,0.0,0.8631198406219482,3,168,3,1,5,72
1,1,0,1.0,0.9850924611091614,4,854,2,1,10,216
1,1,0,0.0,0.9941174387931824,3,405,2,1,15,192
1,0,0,0.0,0.9995418190956116,3,109,0,0,0,9
1,1,1,1.0,0.9997966885566713,5,114,0,0,2,86
1,1,0,1.0,0.9993274807929992,5,329,2,1,17,261
1,0,0,1.0,0.9994407296180724,5,122,2,1,2,31
0,1,0,1.0,0.8891852498054504,4,396,5,1,169,1880
1,0,0,0.0,0.996773362159729,4,182,6,1,90,509
1,1,0,1.0,0.9940086603164672,5,385,4,1,0,37
0,1,1,1.0,0.9998782873153688,4,39,0,0,0,19
1,0,0,1.0,0.9994272589683532,4,141,1,1,107,334
0,1,1,1.0,0.9998525977134703,5,30,0,0,0,31
1,1,0,1.0,0.9948102831840516,5,484,5,1,7,59
1,0,0,1.0,0.9998534321784972,5,37,1,1,1,9
0,1,1,1.0,0.9965826272964478,4,163,13,1,1464,2382
1,0,0,0.0,0.9981101155281068,1,51,0,0,0,18
1,0,0,0.0,0.9915565252304076,2,133,0,0,0,22
0,0,0,0.0,0.999366581439972,1,333,0,0,0,2
0,1,1,1.0,0.9994547963142396,5,23,1,1,3,90
1,0,0,1.0,0.9993450045585632,5,98,1,1,17,350
1,1,1,0.0,0.9530391693115234,3,141,0,0,15,212
1,0,0,1.0,0.9842437505722046,4,97,0,0,2,62
1,1,0,0.0,0.9981523156166076,1,397,4,1,10,144
1,0,0,0.0,0.8895699977874756,5,237,5,1,142,959
1,0,0,1.0,0.998738408088684,4,177,0,0,7,298
1,0,0,1.0,0.9966588020324708,5,163,0,0,4,298
1,0,0,1.0,0.999707281589508,5,36,0,0,0,5
1,0,0,1.0,0.9976726770401,5,197,10,1,170,175
